CPV_ID,short_code,level,description
24541000,24-5-4-1,category,Primary-form polymers of vinyl acetate
24542000,24-5-4-2,category,Primary-form acrylic polymers
24550000,24-5-5,class,Primary-form of polyesters
24560000,24-5-6,class,Primary-form polyamides
24570000,24-5-7,class,Primary-form urea resins
24580000,24-5-8,class,Primary-form amino-resins
24590000,24-5-9,class,Primary-form silicones
24600000,24-6,group,Explosives
24610000,24-6-1,class,Prepared explosives
24611000,24-6-1-1,category,Propellant powders
24611100,24-6-1-1-100,subcategory,Propergol fuels
24612000,24-6-1-2,category,Miscellaneous explosives
24612100,24-6-1-2-100,subcategory,Dynamite
24612200,24-6-1-2-200,subcategory,TNT
24612300,24-6-1-2-300,subcategory,Nitro-glycerine
24613000,24-6-1-3,category,"Signalling flares, rain rockets, fog signals and pyrotechnic articles"
24613100,24-6-1-3-100,subcategory,Bird-scaring cartridges
24613200,24-6-1-3-200,subcategory,Fireworks
24615000,24-6-1-5,category,"Fuses, caps, igniters and electric detonators"
24900000,24-9,group,Fine and various chemical products
24910000,24-9-1,class,Glues
24911000,24-9-1-1,category,Gelatines
24911200,24-9-1-1-200,subcategory,Adhesives
24920000,24-9-2,class,Essential oils
24930000,24-9-3,class,Photographic chemicals
24931000,24-9-3-1,category,Photographic plates and films
24931200,24-9-3-1-200,subcategory,Emulsions for photographic use
24931210,24-9-3-1-210,subcategory,Photographic developers
24931220,24-9-3-1-220,subcategory,Photographic fixers
24931230,24-9-3-1-230,subcategory,X-ray developers
24931240,24-9-3-1-240,subcategory,X-ray fixers
24931250,24-9-3-1-250,subcategory,Culture medium
24931260,24-9-3-1-260,subcategory,Image intensifiers
24950000,24-9-5,class,Specialised chemical products
24951000,24-9-5-1,category,Greases and lubricants
24951100,24-9-5-1-100,subcategory,Lubricants
24951110,24-9-5-1-110,subcategory,Drilling mud
24951120,24-9-5-1-120,subcategory,Silicon grease
24951130,24-9-5-1-130,subcategory,Drilling fluids
24951200,24-9-5-1-200,subcategory,Additives for oils
24951210,24-9-5-1-210,subcategory,Fire-extinguisher powder
24951220,24-9-5-1-220,subcategory,Fire-extinguisher agents
24951230,24-9-5-1-230,subcategory,Fire-extinguisher charges
24951300,24-9-5-1-300,subcategory,Hydraulic fluids
24951310,24-9-5-1-310,subcategory,De-icing agents
24951311,24-9-5-1-311,subcategory,Anti-freezing preparations
24951400,24-9-5-1-400,subcategory,Chemically-modified fats and oils
24952000,24-9-5-2,category,Modelling pastes
24952100,24-9-5-2-100,subcategory,Dental wax
24953000,24-9-5-3,category,Finishing agents
24954000,24-9-5-4,category,Activated carbon
24954100,24-9-5-4-100,subcategory,New activated carbon
24954200,24-9-5-4-200,subcategory,Regenerated activated carbon
24955000,24-9-5-5,category,Chemical toilets
24956000,24-9-5-6,category,Peptones and protein substances
24957000,24-9-5-7,category,Chemical additives
24957100,24-9-5-7-100,subcategory,Prepared binders for foundry moulds or cores
24957200,24-9-5-7-200,subcategory,"Additives for cements, mortars or concretes"
24958000,24-9-5-8,category,Chemical products for the oil and gas industry
24958100,24-9-5-8-100,subcategory,Downhole chemicals
24958200,24-9-5-8-200,subcategory,Flocculating agents
24958300,24-9-5-8-300,subcategory,Mud chemicals
24958400,24-9-5-8-400,subcategory,Gel ampoules for stemming explosives
24959000,24-9-5-9,category,Aerosols and chemicals in disc form
24959100,24-9-5-9-100,subcategory,Aerosols
24959200,24-9-5-9-200,subcategory,Chemical elements in disc form
24960000,24-9-6,class,Various chemical products
24961000,24-9-6-1,category,Radiator fluids
24962000,24-9-6-2,category,Water-treatment chemicals
24963000,24-9-6-3,category,Anti-corrosion products
24964000,24-9-6-4,category,Glycerol
24965000,24-9-6-5,category,Enzymes
30000000,30,division,"Office and computing machinery, equipment and supplies except furniture and software packages"
30100000,30-1,group,"Office machinery, equipment and supplies except computers, printers and furniture"
30110000,30-1-1,class,Word-processing machines
30111000,30-1-1-1,category,Word processors
30120000,30-1-2,class,Photocopying and offset printing equipment
30121000,30-1-2-1,category,Photocopying and thermocopying equipment
30121100,30-1-2-1-100,subcategory,Photocopiers
30121200,30-1-2-1-200,subcategory,Photocopying equipment
30121300,30-1-2-1-300,subcategory,Reproduction equipment
30121400,30-1-2-1-400,subcategory,Duplicating machines
30121410,30-1-2-1-410,subcategory,Faxswitch machines
30121420,30-1-2-1-420,subcategory,Digital senders
30121430,30-1-2-1-430,subcategory,Digital duplicators
30122000,30-1-2-2,category,Office-type offset printing machinery
30122100,30-1-2-2-100,subcategory,Digital offset systems
30122200,30-1-2-2-200,subcategory,Digital offset equipments
30123000,30-1-2-3,category,Office and business machines
30123100,30-1-2-3-100,subcategory,Ticket-validation machines
30123200,30-1-2-3-200,subcategory,Automatic cash dispensers
30123300,30-1-2-3-300,subcategory,Stencil duplicating machines
30123400,30-1-2-3-400,subcategory,Folding machines
30123500,30-1-2-3-500,subcategory,Perforation machines
30123600,30-1-2-3-600,subcategory,Coin-handling machines
30123610,30-1-2-3-610,subcategory,Coin-sorting machines
30123620,30-1-2-3-620,subcategory,Coin-counting machines
30123630,30-1-2-3-630,subcategory,Coin-wrapping machines
30124000,30-1-2-4,category,Parts and accessories of office machines
30124100,30-1-2-4-100,subcategory,Fusers
30124110,30-1-2-4-110,subcategory,Fuser oil
30124120,30-1-2-4-120,subcategory,Fuser wiper
30124130,30-1-2-4-130,subcategory,Fuser lamps
30124140,30-1-2-4-140,subcategory,Fuser cleaning pad
30124150,30-1-2-4-150,subcategory,Fuser filters
30124200,30-1-2-4-200,subcategory,Fuser kits
30124300,30-1-2-4-300,subcategory,Drums for office machine
30124400,30-1-2-4-400,subcategory,Staple cartridges
30124500,30-1-2-4-500,subcategory,Scanner accessories
30124510,30-1-2-4-510,subcategory,Endorsers
30124520,30-1-2-4-520,subcategory,Scanner document feeders
30124530,30-1-2-4-530,subcategory,Scanner transparency adapters
30125000,30-1-2-5,category,Parts and accessories of photocopying apparatus
30125100,30-1-2-5-100,subcategory,Toner cartridges
30125110,30-1-2-5-110,subcategory,Toner for laser printers/fax machines
30125120,30-1-2-5-120,subcategory,Toner for photocopiers
30125130,30-1-2-5-130,subcategory,Toner for data-processing and research and documentation centres
30130000,30-1-3,class,Post-office equipment
30131000,30-1-3-1,category,Mailroom equipment
30131100,30-1-3-1-100,subcategory,Paper or envelope folding machines
30131200,30-1-3-1-200,subcategory,Envelope-stuffing machines
30131300,30-1-3-1-300,subcategory,Addressing machines
30131400,30-1-3-1-400,subcategory,Postage machines
30131500,30-1-3-1-500,subcategory,Mail opening machines
30131600,30-1-3-1-600,subcategory,Mail sealing machines
30131700,30-1-3-1-700,subcategory,Stamp canceling machines
30131800,30-1-3-1-800,subcategory,Stamp affixers
30132000,30-1-3-2,category,Sorting equipment
30132100,30-1-3-2-100,subcategory,Mail-sorting equipment
30132200,30-1-3-2-200,subcategory,Banknote counting machines
30132300,30-1-3-2-300,subcategory,Sorters
30133000,30-1-3-3,category,Mailing equipment
30133100,30-1-3-3-100,subcategory,Bulk-mailing equipment
30140000,30-1-4,class,Calculating and accounting machines
30141000,30-1-4-1,category,Calculating machines
30141100,30-1-4-1-100,subcategory,Pocket calculators
30141200,30-1-4-1-200,subcategory,Desktop calculators
30141300,30-1-4-1-300,subcategory,Printing calculators
30141400,30-1-4-1-400,subcategory,Adding machines
30142000,30-1-4-2,category,Accounting machines and cash registers
30142100,30-1-4-2-100,subcategory,Accounting machines
30142200,30-1-4-2-200,subcategory,Cash registers
30144000,30-1-4-4,category,Calculation-type machines
30144100,30-1-4-4-100,subcategory,Postage-franking machines
30144200,30-1-4-4-200,subcategory,Ticket-issuing machines
30144300,30-1-4-4-300,subcategory,Vehicle-counting machines
30144400,30-1-4-4-400,subcategory,Automatic fare collection
30145000,30-1-4-5,category,Parts and accessories calculating machines
30145100,30-1-4-5-100,subcategory,Calculator rolls
30150000,30-1-5,class,Typewriters
30151000,30-1-5-1,category,Electronic typewriters
30152000,30-1-5-2,category,Parts and accessories of typewriters
30160000,30-1-6,class,Magnetic cards
30161000,30-1-6-1,category,Credit cards
30162000,30-1-6-2,category,Smart cards
30163000,30-1-6-3,category,Charge cards
30163100,30-1-6-3-100,subcategory,Agency fuel cards
30170000,30-1-7,class,Labelling machines
30171000,30-1-7-1,category,Dating or numbering machines
30172000,30-1-7-2,category,Identification ID press machines
30173000,30-1-7-3,category,Label applying machines
30174000,30-1-7-4,category,Label making machines
30175000,30-1-7-5,category,Lettering equipment
30176000,30-1-7-6,category,Tape embosser
30177000,30-1-7-7,category,Automatic labelling systems
30178000,30-1-7-8,category,Semi automatic labelling systems
30179000,30-1-7-9,category,Label dispensers
30180000,30-1-8,class,Check endorsing and writing machines
30181000,30-1-8-1,category,Check endorsing machines
30182000,30-1-8-2,category,Check writing machines
30190000,30-1-9,class,Various office equipment and supplies
30191000,30-1-9-1,category,Office equipment except furniture
30191100,30-1-9-1-100,subcategory,Filing equipment
30191110,30-1-9-1-110,subcategory,Card carousel systems
30191120,30-1-9-1-120,subcategory,Magazine racks
30191130,30-1-9-1-130,subcategory,Clipboards
30191140,30-1-9-1-140,subcategory,Personal identification accessories
30191200,30-1-9-1-200,subcategory,Overhead projectors
30191400,30-1-9-1-400,subcategory,Shredders
30192000,30-1-9-2,category,Office supplies
30192100,30-1-9-2-100,subcategory,Erasers
30192110,30-1-9-2-110,subcategory,Ink products
30192111,30-1-9-2-111,subcategory,Ink pads
30192112,30-1-9-2-112,subcategory,Ink sources for printing machinery
30192113,30-1-9-2-113,subcategory,Ink cartridges
30192121,30-1-9-2-121,subcategory,Ballpoint pens
30192122,30-1-9-2-122,subcategory,Fountain pens
30192123,30-1-9-2-123,subcategory,Fibre pens
30192124,30-1-9-2-124,subcategory,Felt-tipped pens
30192125,30-1-9-2-125,subcategory,Markers
30192126,30-1-9-2-126,subcategory,Technical pens
30192127,30-1-9-2-127,subcategory,Pen holders
30192130,30-1-9-2-130,subcategory,Pencils
30192131,30-1-9-2-131,subcategory,Propelling or sliding pencils
30192132,30-1-9-2-132,subcategory,Pencil lead refills
30192133,30-1-9-2-133,subcategory,Pencil sharpeners
30192134,30-1-9-2-134,subcategory,Pencil holders
30192150,30-1-9-2-150,subcategory,Date stamps
30192151,30-1-9-2-151,subcategory,Sealing stamps
30192152,30-1-9-2-152,subcategory,Numbering stamps
30192153,30-1-9-2-153,subcategory,Phrase stamps
30192154,30-1-9-2-154,subcategory,Replacement stamp pads
30192155,30-1-9-2-155,subcategory,Office stamp holders
30192160,30-1-9-2-160,subcategory,Correctors
30192170,30-1-9-2-170,subcategory,Notice boards
30192200,30-1-9-2-200,subcategory,Measuring tapes
30192300,30-1-9-2-300,subcategory,Ink ribbons
30192310,30-1-9-2-310,subcategory,Typewriter ribbons
30192320,30-1-9-2-320,subcategory,Printer ribbons
30192330,30-1-9-2-330,subcategory,Calculator ribbons and drums
30192340,30-1-9-2-340,subcategory,Facsimile ribbons
30192350,30-1-9-2-350,subcategory,Cash register ribbons
30192400,30-1-9-2-400,subcategory,Reprographic supplies
30192500,30-1-9-2-500,subcategory,Overhead transparencies
30192600,30-1-9-2-600,subcategory,Drawing boards
30192700,30-1-9-2-700,subcategory,Stationery
30192800,30-1-9-2-800,subcategory,Self-adhesive labels
30192900,30-1-9-2-900,subcategory,Correction media
30192910,30-1-9-2-910,subcategory,Correction film or tape
30192920,30-1-9-2-920,subcategory,Correction fluid
30192930,30-1-9-2-930,subcategory,Correction pens
30192940,30-1-9-2-940,subcategory,Correction pen refills
30192950,30-1-9-2-950,subcategory,Electrical erasers
30193000,30-1-9-3,category,Organisers and accessories
30193100,30-1-9-3-100,subcategory,Desk drawer organisers
30193200,30-1-9-3-200,subcategory,Desktop trays or organisers
30193300,30-1-9-3-300,subcategory,Hanging organisers
30193400,30-1-9-3-400,subcategory,Book ends
30193500,30-1-9-3-500,subcategory,Literature rack
30193600,30-1-9-3-600,subcategory,Support for diaries or calendars
30193700,30-1-9-3-700,subcategory,File storage box
30193800,30-1-9-3-800,subcategory,Message holders
30193900,30-1-9-3-900,subcategory,Copy holders
30194000,30-1-9-4,category,Drafting supplies
30194100,30-1-9-4-100,subcategory,Curves
30194200,30-1-9-4-200,subcategory,"Drafting dots, tapes and films"
30194210,30-1-9-4-210,subcategory,Drafting dots or tapes
30194220,30-1-9-4-220,subcategory,Drafting films
30194300,30-1-9-4-300,subcategory,"Drafting kits, sets and papers"
30194310,30-1-9-4-310,subcategory,Drafting kits or sets
30194320,30-1-9-4-320,subcategory,Drafting papers
30194400,30-1-9-4-400,subcategory,Drafting table covers
30194500,30-1-9-4-500,subcategory,Lettering aids
30194600,30-1-9-4-600,subcategory,Protractors
30194700,30-1-9-4-700,subcategory,Templates
30194800,30-1-9-4-800,subcategory,T-squares and triangles
30194810,30-1-9-4-810,subcategory,T-squares
30194820,30-1-9-4-820,subcategory,Triangles
30194900,30-1-9-4-900,subcategory,Work surface protection covers
30195000,30-1-9-5,category,Boards
30195100,30-1-9-5-100,subcategory,Planning boards or accessories
30195200,30-1-9-5-200,subcategory,Electronic copyboards or accessories
30195300,30-1-9-5-300,subcategory,Letter boards or accessories
30195400,30-1-9-5-400,subcategory,Dry erase boards or accessories
30195500,30-1-9-5-500,subcategory,Chalk boards or accessories
30195600,30-1-9-5-600,subcategory,Bulletin boards or accessories
30195700,30-1-9-5-700,subcategory,Board cleaning kits or accessories
30195800,30-1-9-5-800,subcategory,Hanging rails or holders
30195900,30-1-9-5-900,subcategory,Whiteboards and magnetic boards
30195910,30-1-9-5-910,subcategory,Whiteboards
30195911,30-1-9-5-911,subcategory,Whiteboard accessories
30195912,30-1-9-5-912,subcategory,Whiteboard easels
30195913,30-1-9-5-913,subcategory,Flipchart easels
30195920,30-1-9-5-920,subcategory,Magnetic boards
30195921,30-1-9-5-921,subcategory,Erasers for magnetic boards
30196000,30-1-9-6,category,Planning systems
30196100,30-1-9-6-100,subcategory,Meeting planners
30196200,30-1-9-6-200,subcategory,Appointment books or refills
30196300,30-1-9-6-300,subcategory,Suggestion box
30197000,30-1-9-7,category,Small office equipment
30197100,30-1-9-7-100,subcategory,"Staples, tacks, drawing pins"
30197110,30-1-9-7-110,subcategory,Staples
30197120,30-1-9-7-120,subcategory,Tacks
30197130,30-1-9-7-130,subcategory,Drawing pins
30197200,30-1-9-7-200,subcategory,Ring binders and paper clips
30197210,30-1-9-7-210,subcategory,Ring binders
30197220,30-1-9-7-220,subcategory,Paper clips
30197221,30-1-9-7-221,subcategory,Paperclip holder
30197300,30-1-9-7-300,subcategory,"Letter openers, staplers and hole punches"
30197310,30-1-9-7-310,subcategory,Letter openers
30197320,30-1-9-7-320,subcategory,Staplers
30197321,30-1-9-7-321,subcategory,Staple removers
30197330,30-1-9-7-330,subcategory,Hole punches
30197400,30-1-9-7-400,subcategory,Stamp sponge
30197500,30-1-9-7-500,subcategory,Sealing wax
30197510,30-1-9-7-510,subcategory,Sealing wax accessories
30197600,30-1-9-7-600,subcategory,Processed paper and paperboard
30197610,30-1-9-7-610,subcategory,Composite paper and paperboard
30197620,30-1-9-7-620,subcategory,Writing paper
30197621,30-1-9-7-621,subcategory,Flipchart pad
30197630,30-1-9-7-630,subcategory,Printing paper
30197640,30-1-9-7-640,subcategory,Self-copy or other copy paper
30197641,30-1-9-7-641,subcategory,Thermographic paper
30197642,30-1-9-7-642,subcategory,Photocopier paper and xerographic paper
30197643,30-1-9-7-643,subcategory,Photocopier paper
30197644,30-1-9-7-644,subcategory,Xerographic paper
30197645,30-1-9-7-645,subcategory,Card for printing
30198000,30-1-9-8,category,Lottery machines
30198100,30-1-9-8-100,subcategory,Pulling machines
30199000,30-1-9-9,category,Paper stationery and other items
30199100,30-1-9-9-100,subcategory,"Carbon paper, self-copy paper, paper duplicator stencils and carbonless paper"
30199110,30-1-9-9-110,subcategory,Carbon paper
30199120,30-1-9-9-120,subcategory,Self-copy paper
30199130,30-1-9-9-130,subcategory,Carbonless paper
30199140,30-1-9-9-140,subcategory,Paper duplicator stencils
30199200,30-1-9-9-200,subcategory,"Envelopes, letter cards and plain postcards"
30199210,30-1-9-9-210,subcategory,Letter cards
30199220,30-1-9-9-220,subcategory,Plain postcards
30199230,30-1-9-9-230,subcategory,Envelopes
30199240,30-1-9-9-240,subcategory,Mailing kit
30199300,30-1-9-9-300,subcategory,Embossed or perforated paper
30199310,30-1-9-9-310,subcategory,Embossed or perforated printing paper
30199320,30-1-9-9-320,subcategory,Embossed or perforated writing paper
30199330,30-1-9-9-330,subcategory,Continuous paper for computer printers
30199340,30-1-9-9-340,subcategory,Continuous forms
30199400,30-1-9-9-400,subcategory,Gummed or adhesive paper
30199410,30-1-9-9-410,subcategory,Self-adhesive paper
30199500,30-1-9-9-500,subcategory,"Box files, letter trays, storage boxes and similar articles"
30199600,30-1-9-9-600,subcategory,Dividers for stationery
30199700,30-1-9-9-700,subcategory,Printed stationery except forms
30199710,30-1-9-9-710,subcategory,Printed envelopes
30199711,30-1-9-9-711,subcategory,Printed window envelopes
30199712,30-1-9-9-712,subcategory,Printed non-window envelopes
30199713,30-1-9-9-713,subcategory,Printed X-ray envelopes
30199720,30-1-9-9-720,subcategory,Notepaper
30199730,30-1-9-9-730,subcategory,Business cards
